1#1;0.0#2;0.9362319590633941#3;0.9814783053355841#4;0.969091458287391#5;0.9801737103570464#6;0.9816444225446412#7;0.9356436519789784#8;0.8953311456021922#9;0.9607541245860889#10;1.0#11;0.9429641302695039#12;0.9061648709355559#13;1.0#14;1.0#15;0.9799639025074784#16;0.9676238045880912#17;0.9740412934174417#18;0.9140750274810693#19;0.9677232708612851#20;0.985756373042428#21;0.9313197180256555#22;0.9518107263409065#23;0.9786129891993028#24;0.9861947438906237#25;0.9825551909336987#26;0.9757178534410684#27;0.9684873254168372#28;0.981806148846526#29;0.9005116709286749#30;0.9708796186835823#31;0.9692852441583024#32;0.9760885950070595#33;0.9568021010947054#34;0.9466937630399533#35;0.862639436051311#36;1.0#37;1.0#38;1.0#39;0.9367895539618152#40;1.0#41;0.9439227845907956#42;0.9057714305136909#43;0.9450557744205244#44;1.0#45;0.9585842316718709#46;0.9516243067911911#47;0.9420837009649241#48;1.0#49;1.0#50;0.8735493513286374#
25#1;0.9825551909336987#2;0.9764166684681711#3;0.9828753063687314#4;0.9428454774784069#5;0.9816691106223309#6;0.932115576669787#7;0.9404977372181486#8;0.967741935483871#9;0.9455713741427755#10;0.9660577883348934#11;0.9472660675589163#12;0.9628181700388123#13;1.0#14;0.9266764424893233#15;0.9073756377744284#16;1.0#17;0.975999231963134#18;0.9735186429333812#19;0.9403154940263818#20;0.960492100922852#21;1.0#22;0.9665840560484416#23;0.960452214088789#24;0.9617080209466258#25;0.0#26;0.9775493372466532#27;0.9271604316564919#28;0.8990705334621266#29;0.9655058462636295#30;0.9596140403857779#31;1.0#32;0.9778921155857309#33;0.9733735385207885#34;0.9507143923320156#35;1.0#36;1.0#37;0.9647765023161826#38;0.9793978589142418#39;0.9512976745058421#40;0.7843856137282059#41;0.9654349435089858#42;0.945549144766371#43;0.974599974599962#44;0.9574028624314701#45;1.0#46;0.8993643607712917#47;0.9196780671097501#48;0.9633382212446617#49;0.977190103832692#50;0.988308690661376#
26#1;0.9757178534410684#2;1.0#3;0.9523268705377204#4;1.0#5;1.0#6;0.9527544408738466#7;0.9861960592406441#8;0.9775493372466532#9;0.9242385591585842#10;0.9527544408738466#11;0.9559584835363972#12;0.9309934440657646#13;0.8674174785275224#14;1.0#15;0.8968578753741206#16;0.9583333333333334#17;0.9832961723804735#18;0.9631395109612757#19;0.8338453673134866#20;0.8533528849786467#21;1.0#22;0.8914696072344426#23;0.972475905871841#24;0.9822332736370325#25;0.9775493372466532#26;0.0#27;0.939166967075964#28;0.9531707094209153#29;0.967990780016776#30;0.9250468311004139#31;1.0#32;0.8769085090206673#33;0.9629375341669449#34;0.8765152075115984#35;0.9116116523516815#36;0.9331846895218939#37;0.9019419324309079#38;1.0#39;0.972883692772668#40;1.0#41;0.9518874775675312#42;0.8938906640466043#43;0.9646446609406726#44;0.8616503523676334#45;1.0#46;0.8910497588861792#47;0.9068305009375087#48;0.9489689636920171#49;0.9682499682499524#50;1.0#
27#1;0.9684873254168372#2;0.8189439127920204#3;0.9690655887555127#4;0.9096604967390582#5;0.8841034187568086#6;0.9693430330257518#7;0.8745994863174967#8;0.9854320863312984#9;0.967226323732777#10;1.0#11;0.8285325426524917#12;0.8544735595771153#13;0.9426460665323596#14;0.9668866910733739#15;0.9665362759294873#16;0.9729630964782062#17;0.9024501284285364#18;0.976081756338253#19;0.9550769322635566#20;0.9762106965965097#21;0.9426460665323596#22;0.9496972727134041#23;0.9017700513742497#24;0.9077714048178567#25;0.9271604316564919#26;0.939166967075964#27;0.0#28;0.9240328593171545#29;0.896148376900684#30;0.9027279233828405#31;0.9487010823957422#32;0.9800319234042282#33;0.8797534824390295#34;0.8753572002857415#35;0.9235280887098127#36;0.978322250761897#37;1.0#38;0.9255677072435213#39;0.815248472442081#40;0.9721792557962672#41;0.9687804729472769#42;0.9213110524635366#43;1.0#44;0.9358763529946779#45;1.0#46;0.8687069609723987#47;0.9516349166593325#48;0.9668866910733739#49;0.9793978589142418#50;0.9788805698452244#
28#1;0.981806148846526#2;0.9508081032056718#3;0.9464200280223181#4;0.9403913868272437#5;0.9808820221774532#6;1.0#7;0.9275999796688894#8;0.9495352667310634#9;0.9432343275543552#10;0.9646003837297605#11;0.9560014299302912#12;0.9482955510447012#13;0.9668866910733739#14;0.9617640443549064#15;0.9227188395992084#16;1.0#17;0.962453036925868#18;1.0#19;0.9585018475992649#20;0.9587957178284835#21;0.9668866910733739#22;0.9302984964642678#23;0.9690655887555127#24;1.0#25;0.8990705334621266#26;0.9531707094209153#27;0.9240328593171545#28;0.0#29;0.9400412374478304#30;0.9297999254755613#31;0.9703825561120454#32;0.9308285536133926#33;0.9861151281434117#34;0.9485981757374459#35;0.9558489214311652#36;1.0#37;1.0#38;1.0#39;0.9593652022214251#40;1.0#41;0.963950795304275#42;0.9886422287393937#43;0.9735093528586991#44;0.9703825561120454#45;1.0#46;0.9766762857152893#47;0.9441528122277739#48;0.9617640443549064#49;0.9762106965965097#50;0.9268401478900529#
29#1;0.9005116709286749#2;0.7730371092905584#3;0.938960812470127#4;0.8981393275262513#5;0.9607968719883012#6;0.9637049561128129#7;0.8727462275963356#8;0.9310116925272589#9;0.9611989659817778#10;0.9516066081504173#11;0.8571468949936715#12;0.8409630858987813#13;0.9547321269787408#14;0.9738645813255342#15;0.9735880083465049#16;0.978660520011184#17;0.8802324656048979#18;1.0#19;0.9574521584888449#20;0.9718356414122581#21;0.9094642539574814#22;0.8967733672693039#23;0.8660842328643448#24;0.8180163031891287#25;0.9655058462636295#26;0.967990780016776#27;0.896148376900684#28;0.9400412374478304#29;0.0#30;0.9328226107910953#31;0.9595111834910542#32;0.9842397495487181#33;0.8576391253634821#34;0.9437845064911073#35;0.9396428359716543#36;0.9486710566878134#37;0.9748899019524088#38;0.9706263252276977#39;0.8680682798378017#40;1.0#41;0.9630389364522713#42;0.9844732476488866#43;0.9094642539574814#44;0.9392667752365813#45;1.0#46;0.9362301762735984#47;0.9618267777124088#48;1.0#49;0.9837392999878141#50;0.8916516172349995#
30#1;0.9708796186835823#2;0.9507908338013152#3;0.8427769065194445#4;0.9522963684079043#5;0.9694004969318948#6;0.915011095049489#7;0.9255052645684567#8;0.9730760269238519#9;0.9848571731427663#10;1.0#11;0.8855635576342021#12;0.9482773995788252#13;0.867500264999205#14;0.9388009938637896#15;0.9536150254735258#16;0.9000624414672185#17;0.9599358459892497#18;1.0#19;0.9418821908463957#20;0.9230583381341723#21;0.973500052999841#22;0.9349224251224381#23;0.9009751323521915#24;0.9573864818599604#25;0.9596140403857779#26;0.9250468311004139#27;0.9027279233828405#28;0.9297999254755613#29;0.9328226107910953#30;0.0#31;1.0#32;0.9815478053730484#33;0.9222174206802367#34;0.9095010297004011#35;0.9823333686665606#36;0.9399037689838747#37;1.0#38;0.9828045637509772#39;0.8943124359117491#40;1.0#41;0.9855752559197362#42;0.9363741521636977#43;0.9576000847997456#44;0.9407443171075028#45;1.0#46;0.8880068687014193#47;0.9776532825615336#48;1.0#49;0.9809618760613716#50;0.9902419285664011#
31#1;0.9692852441583024#2;0.95847726007313#3;1.0#4;1.0#5;1.0#6;1.0#7;1.0#8;0.9716019082876468#9;1.0#10;1.0#11;0.9814304661822948#12;0.9781782109764008#13;1.0#14;1.0#15;1.0#16;1.0#17;0.9788711436317871#18;1.0#19;1.0#20;1.0#21;0.9440983005625052#22;1.0#23;1.0#24;1.0#25;1.0#26;1.0#27;0.9487010823957422#28;0.9703825561120454#29;0.9595111834910542#30;1.0#31;0.0#32;1.0#33;0.9765596384530753#34;0.9826447466374845#35;1.0#36;1.0#37;1.0#38;1.0#39;0.9485504244572474#40;1.0#41;0.9695709690274907#42;0.9808258752788157#43;1.0#44;0.975#45;1.0#46;1.0#47;1.0#48;1.0#49;0.9598390335548751#50;1.0#
32#1;0.9760885950070595#2;0.9838372954041191#3;0.9295821209780469#4;0.9608294670925362#5;0.9497481092370395#6;1.0#7;0.9592204564129723#8;0.9557842311714618#9;1.0#10;0.9534757894800765#11;0.9566309125880345#12;0.9490352808562375#13;1.0#14;1.0#15;0.9238244925821462#16;0.9589695030068891#17;0.9835512076260058#18;0.9637022995679686#19;0.9181911141179748#20;0.9277959518568157#21;1.0#22;0.9541971387585656#23;0.9728961457272752#24;1.0#25;0.9778921155857309#26;0.8769085090206673#27;0.9800319234042282#28;0.9308285536133926#29;0.9842397495487181#30;0.9815478053730484#31;1.0#32;0.0#33;0.9270068131398188#34;0.8919116286530072#35;0.9419741146814341#36;0.9671024152520116#37;0.8551586351244197#38;0.9152826257912643#39;0.9599465597624085#40;1.0#41;0.9526220630320865#42;0.9402918565973468#43;0.9651844688088604#44;0.9416125791878858#45;1.0#46;0.9080399020256594#47;0.9633012078291213#48;0.8994962184740788#49;1.0#50;0.9839748528383948#
33#1;0.9568021010947054#2;0.8150714731020954#3;0.8869194411615648#4;0.8938528672131961#5;0.9394772467331197#6;0.9439668185319474#7;0.9181427067591774#8;0.9733735385207885#9;0.955073506997632#10;0.9719834092659737#11;0.8433004288798519#12;0.8567770251921134#13;0.973792879081952#14;0.9394772467331197#15;1.0#16;0.97529168944463#17;0.8316088690030554#18;1.0#19;0.9261027952366274#20;0.94564896310005#21;0.9213786372458561#22;0.8804771390665607#23;0.9102302497574597#24;0.926250386855215#25;0.9733735385207885#26;0.9629375341669449#27;0.8797534824390295#28;0.9861151281434117#29;0.8576391253634821#30;0.9222174206802367#31;0.9765596384530753#32;0.9270068131398188#33;0.0#34;0.8860922442043628#35;0.9126429302731734#36;0.9603785574124837#37;0.941851619537042#38;0.9829945744037141#39;0.7909605802926236#40;1.0#41;0.9857346502496362#42;0.964044126735169#43;0.9161372130622465#44;0.9531192769061505#45;1.0#46;0.9077036665420779#47;0.9558004303912137#48;1.0#49;1.0#50;0.9420985352191669#
34#1;0.9466937630399533#2;0.9495553629784331#3;0.8639470498026844#4;0.9301409947384346#5;0.8991750891366503#6;0.8651672802826839#7;0.8969678047173293#8;0.9802857569328062#9;0.9334728120823144#10;1.0#11;0.8904251521617745#12;0.871234289708505#13;0.9805962368573417#14;1.0#15;0.9320720861000557#16;0.8536476533470796#17;0.8459874046771749#18;0.9676322855824507#19;0.8419387173939857#20;0.8390338794005815#21;1.0#22;0.8502396105927768#23;0.8851958506931696#24;0.9453957559932273#25;0.9507143923320156#26;0.8765152075115984#27;0.8753572002857415#28;0.9485981757374459#29;0.9437845064911073#30;0.9095010297004011#31;0.9826447466374845#32;0.8919116286530072#33;0.8860922442043628#34;0.0#35;0.9223849474293667#36;0.9119928026726714#37;0.9569469151090383#38;0.962227527612559#39;0.8511799301769405#40;0.9623511694251072#41;0.9471896457896268#42;0.8668912829837495#43;0.9844769894858734#44;0.9305789865499376#45;1.0#46;0.8018248941970574#47;0.9345492408434912#48;0.9551889285051779#49;0.9860599250412274#50;0.9642747763183155#
35#1;0.862639436051311#2;0.953576165455737#3;0.9775266712512253#4;1.0#5;0.9759437387837656#6;0.9777282298406313#7;0.9739710396852324#8;0.9153332486665396#9;1.0#10;0.9109129193625252#11;0.9307954334552166#12;0.9512049963525734#13;0.9583333333333334#14;1.0#15;0.9270675042510528#16;1.0#17;1.0#18;0.9652475976571542#19;0.9477826366674695#20;0.9654349435089858#21;0.9166666666666666#22;0.9707647326897657#23;1.0#24;0.9832493697456798#25;1.0#26;0.9116116523516815#27;0.9235280887098127#28;0.9558489214311652#29;0.9396428359716543#30;0.9823333686665606#31;1.0#32;0.9419741146814341#33;0.9126429302731734#34;0.9223849474293667#35;0.0#36;0.9685029605825644#37;0.9537749836478976#38;1.0#39;0.9744345003717543#40;1.0#41;0.9319586182560229#42;0.942833804952497#43;1.0#44;0.9627322003750035#45;1.0#46;0.9413032729116251#47;0.9297271631073694#48;1.0#49;1.0#50;0.923285448508473#
36#1;1.0#2;0.9649068796828202#3;0.9745176404281187#4;1.0#5;1.0#6;0.9242385591585842#7;0.9409718663899045#8;1.0#9;0.973002537642198#10;1.0#11;0.9529176384569241#12;1.0#13;0.9527544408738466#14;0.9454455274410019#15;0.8897364307160057#16;1.0#17;0.9821428571428571#18;1.0#19;0.9703955376791331#20;0.9412103648747785#21;1.0#22;0.9502754841901153#23;0.8970142698911125#24;0.9810065705900604#25;1.0#26;0.9331846895218939#27;0.978322250761897#28;1.0#29;0.9486710566878134#30;0.9399037689838747#31;1.0#32;0.9671024152520116#33;0.9603785574124837#34;0.9119928026726714#35;0.9685029605825644#36;0.0#37;1.0#38;1.0#39;1.0#40;1.0#41;0.974282775006318#42;0.9675898138223917#43;0.9622035526990773#44;0.9788711436317871#45;1.0#46;0.9334441674360279#47;0.9601590463555202#48;0.8908910548820038#49;0.9660577883348934#50;1.0#
37#1;1.0#2;1.0#3;0.9626021203996618#4;1.0#5;0.9599679615487282#6;0.9629375341669449#7;0.9783425959087895#8;0.9295530046323653#9;1.0#10;0.9258750683338899#11;0.9539346560295121#12;0.9729334019019616#13;1.0#14;0.9199359230974564#15;0.9595443302968633#16;0.803883864861816#17;0.9475857581639041#18;0.9421685068033759#19;0.9348287912044329#20;0.9712401345728474#21;1.0#22;0.975674787229474#23;1.0#24;1.0#25;0.9647765023161826#26;0.9019419324309079#27;1.0#28;1.0#29;0.9748899019524088#30;1.0#31;1.0#32;0.8551586351244197#33;0.941851619537042#34;0.9569469151090383#35;0.9537749836478976#36;1.0#37;0.0#38;1.0#39;0.9361846555282725#40;1.0#41;0.9622574321951801#42;0.9524348505845506#43;0.8890599607549542#44;0.9689913163526979#45;1.0#46;0.9023227418988992#47;0.9707647326897657#48;0.9199359230974564#49;1.0#50;1.0#
38#1;1.0#2;0.9397524766871223#3;0.9562521360740193#4;0.9634973283629508#5;0.8360974829732035#6;0.978322250761897#7;0.9366631760077325#8;0.9793978589142418#9;0.9536510225340679#10;1.0#11;0.9461129769585608#12;0.9525064309854022#13;1.0#14;1.0#15;1.0#16;1.0#17;0.9540145495386275#18;0.9661744954254131#19;0.9618815130062299#20;0.9663568444873756#21;1.0#22;0.9857722401693882#23;0.9368553974646598#24;0.9673922674636988#25;0.9793978589142418#26;1.0#27;0.9255677072435213#28;1.0#29;0.9706263252276977#30;0.9828045637509772#31;1.0#32;0.9152826257912643#33;0.9829945744037141#34;0.962227527612559#35;1.0#36;1.0#37;1.0#38;0.0#39;0.9129072946861481#40;1.0#41;1.0#42;0.9860896278981336#43;0.9026671473215425#44;0.9093154687362486#45;1.0#46;0.9428688010959958#47;1.0#48;1.0#49;1.0#50;0.9701326154455251#
39#1;0.9367895539618152#2;0.8077305389851388#3;0.8862407082010958#4;0.8964516364736753#5;0.8782279532382369#6;0.8975099922886516#7;0.8682422117003388#8;0.9415572094070106#9;0.9342601438130825#10;0.9590039969154606#11;0.7388588003276224#12;0.8428189504013248#13;0.9233035011152629#14;1.0#15;1.0#16;0.9276898473937812#17;0.9057872067064772#18;0.9680153489496399#19;0.8618313312733921#20;0.952281661300949#21;0.9616517505576315#22;0.9058258088405162#23;0.8567004558336323#24;0.8612508129811359#25;0.9512976745058421#26;0.972883692772668#27;0.815248472442081#28;0.9593652022214251#29;0.8680682798378017#30;0.8943124359117491#31;0.9485504244572474#32;0.9599465597624085#33;0.7909605802926236#34;0.8511799301769405#35;0.9744345003717543#36;1.0#37;0.9361846555282725#38;0.9129072946861481#39;0.0#40;1.0#41;0.9582517139276567#42;0.9539633063455926#43;0.9079642013383156#44;0.9399754952001219#45;0.976875135496856#46;0.8649449960898622#47;0.9514928749927334#48;1.0#49;0.9724498043068212#50;0.9505766048915308#
40#1;1.0#2;1.0#3;1.0#4;1.0#5;1.0#6;1.0#7;1.0#8;1.0#9;1.0#10;1.0#11;1.0#12;1.0#13;1.0#14;1.0#15;1.0#16;1.0#17;0.9770825375742948#18;1.0#19;1.0#20;1.0#21;1.0#22;1.0#23;1.0#24;1.0#25;0.7843856137282059#26;1.0#27;0.9721792557962672#28;1.0#29;1.0#30;1.0#31;1.0#32;1.0#33;1.0#34;0.9623511694251072#35;1.0#36;1.0#37;1.0#38;1.0#39;1.0#40;0.0#41;1.0#42;1.0#43;1.0#44;1.0#45;1.0#46;0.9572918578241018#47;0.9488690007435087#48;1.0#49;1.0#50;1.0#
41#1;0.9439227845907956#2;0.9873650326070182#3;0.9816506039145606#4;0.969378985855025#5;1.0#6;0.9818151758136673#7;0.9574948857957775#8;0.9481524152634787#9;1.0#10;0.9272607032546692#11;0.9434947080315992#12;0.9734393642370135#13;1.0#14;1.0#15;0.8610520220257368#16;1.0#17;0.974282775006318#18;1.0#19;0.9360470520608921#20;0.9717777495555132#21;0.9659793091280114#22;0.9761295041986856#23;0.9682179136918135#24;0.986323167668963#25;0.9654349435089858#26;0.9518874775675312#27;0.9687804729472769#28;0.963950795304275#29;0.9630389364522713#30;0.9855752559197362#31;0.9695709690274907#32;0.9526220630320865#33;0.9857346502496362#34;0.9471896457896268#35;0.9319586182560229#36;0.974282775006318#37;0.9622574321951801#38;1.0#39;0.9582517139276567#40;1.0#41;0.0#42;0.9533239971990664#43;0.9455668946048182#44;0.9847854845137454#45;1.0#46;0.9880185807551735#47;0.9426224689450753#48;0.882148869802242#49;1.0#50;0.9749451323999057#
42#1;0.9057714305136909#2;0.968153512235076#3;0.94218783874214#4;0.9517622542075579#5;0.9504926228511663#6;0.9541650751485894#7;0.9531287363995118#8;0.9128786316261935#9;0.9387505053062468#10;1.0#11;0.9145469062156173#12;0.9497903554746566#13;1.0#14;0.9752463114255832#15;0.9124452611770045#16;1.0#17;0.9513847207335877#18;0.9642400730073925#19;0.9529851793601432#20;0.9377574880224119#21;0.9785626768571865#22;0.9398343162403813#23;0.9399198396436128#24;0.9913818718334163#25;0.945549144766371#26;0.8938906640466043#27;0.9213110524635366#28;0.9886422287393937#29;0.9844732476488866#30;0.9363741521636977#31;0.9808258752788157#32;0.9402918565973468#33;0.964044126735169#34;0.8668912829837495#35;0.942833804952497#36;0.9675898138223917#37;0.9524348505845506#38;0.9860896278981336#39;0.9539633063455926#40;1.0#41;0.9533239971990664#42;0.0#43;0.9828501414857491#44;0.9616517505576315#45;1.0#46;0.8716533279860585#47;0.8824960020148945#48;0.9752463114255832#49;0.9691979448183151#50;0.9842122755512331#
43#1;0.9450557744205244#2;0.9257218647291793#3;0.9730320055014703#4;0.9324947259444386#5;0.9422649730810374#6;0.9198216274262727#7;0.9687652476222788#8;0.9237999237998857#9;0.9714285714285714#10;1.0#11;0.933563616117008#12;0.9414459956230881#13;0.9#14;0.9422649730810374#15;1.0#16;0.9528595479208968#17;0.9622035526990773#18;1.0#19;0.9686695820004817#20;0.958521932210783#21;0.9#22;0.9473765188415783#23;0.9532900633503086#24;1.0#25;0.974599974599962#26;0.9646446609406726#27;1.0#28;0.9735093528586991#29;0.9094642539574814#30;0.9576000847997456#31;1.0#32;0.9651844688088604#33;0.9161372130622465#34;0.9844769894858734#35;1.0#36;0.9622035526990773#37;0.8890599607549542#38;0.9026671473215425#39;0.9079642013383156#40;1.0#41;0.9455668946048182#42;0.9828501414857491#43;0.0#44;0.9329179606750063#45;1.0#46;0.8767368731144126#47;1.0#48;1.0#49;1.0#50;0.9631770152840671#
44#1;1.0#2;0.9688579450548476#3;0.9547732983133355#4;0.9371056743216716#5;0.887037985735617#6;0.9252982119166004#7;0.9126962130288028#8;0.9716019082876468#9;0.936112343500006#10;0.9701192847666401#11;0.8700132632760637#12;0.912712843905603#13;0.9720491502812526#14;0.9031754163448146#15;0.9184589908683197#16;0.9736476861652635#17;0.9683067154476807#18;0.9533747595879843#19;0.868643229230489#20;0.9072522208479663#21;0.9720491502812526#22;0.9607767729723632#23;0.9129611720221511#24;0.9438166781280631#25;0.9574028624314701#26;0.8616503523676334#27;0.9358763529946779#28;0.9703825561120454#29;0.9392667752365813#30;0.9407443171075028#31;0.975#32;0.9416125791878858#33;0.9531192769061505#34;0.9305789865499376#35;0.9627322003750035#36;0.9788711436317871#37;0.9689913163526979#38;0.9093154687362486#39;0.9399754952001219#40;1.0#41;0.9847854845137454#42;0.9616517505576315#43;0.9329179606750063#44;0.0#45;0.9662900068768379#46;0.8917188557432533#47;0.9646446609406726#48;1.0#49;0.9598390335548751#50;0.9897076628800923#
45#1;0.9585842316718709#2;1.0#3;1.0#4;0.9321546468447242#5;1.0#6;1.0#7;1.0#8;0.9617080209466258#9;1.0#10;1.0#11;1.0#12;0.970575505683175#13;0.9246221638555591#14;1.0#15;1.0#16;1.0#17;1.0#18;0.9371305386538069#19;0.9527676177139094#20;0.9374694600519278#21;1.0#22;1.0#23;1.0#24;1.0#25;1.0#26;1.0#27;1.0#28;1.0#29;1.0#30;1.0#31;1.0#32;1.0#33;1.0#34;1.0#35;1.0#36;1.0#37;1.0#38;1.0#39;0.976875135496856#40;1.0#41;1.0#42;1.0#43;1.0#44;0.9662900068768379#45;0.0#46;0.9469068126798101#47;0.9364358273836272#48;1.0#49;1.0#50;1.0#
46#1;0.9516243067911911#2;0.94277652992055#3;0.9168960168069479#4;0.9405649202760213#5;0.9110425006393139#6;0.8352827181327459#7;0.896872502350671#8;0.9664547869237639#9;0.9496885196385357#10;1.0#11;0.8537650639930566#12;0.8539305423691677#13;0.9119549093674376#14;1.0#15;0.9229438216206995#16;0.7717233043329469#17;0.9334441674360279#18;0.9449239885484476#19;0.8344906304605809#20;0.8174029881117411#21;1.0#22;0.8918910860801358#23;0.8971854848559169#24;0.9380579481264452#25;0.8993643607712917#26;0.8910497588861792#27;0.8687069609723987#28;0.9766762857152893#29;0.9362301762735984#30;0.8880068687014193#31;1.0#32;0.9080399020256594#33;0.9077036665420779#34;0.8018248941970574#35;0.9413032729116251#36;0.9334441674360279#37;0.9023227418988992#38;0.9428688010959958#39;0.8649449960898622#40;0.9572918578241018#41;0.9880185807551735#42;0.8716533279860585#43;0.8767368731144126#44;0.8917188557432533#45;0.9469068126798101#46;0.0#47;0.9350346279212012#48;0.9491671432224651#49;0.9683732698099278#50;0.9837895848666212#
47#1;0.9420837009649241#2;0.9706389890242648#3;0.9431464756385038#4;0.857686386607036#5;0.9695709690274907#6;0.9718281915090494#7;0.9670756801116803#8;0.9330650559247917#9;0.9096492097094748#10;0.9436563830180988#11;0.9387236646654629#12;0.9588524400101088#13;1.0#14;0.9391419380549816#15;0.938497919464741#16;1.0#17;0.9501988079444003#18;1.0#19;0.9339496793842573#20;0.9781391388072016#21;0.9736476861652635#22;0.963019986918318#23;0.9425573042096447#24;0.9788119424612091#25;0.9196780671097501#26;0.9068305009375087#27;0.9516349166593325#28;0.9441528122277739#29;0.9618267777124088#30;0.9776532825615336#31;1.0#32;0.9633012078291213#33;0.9558004303912137#34;0.9345492408434912#35;0.9297271631073694#36;0.9601590463555202#37;0.9707647326897657#38;1.0#39;0.9514928749927334#40;0.9488690007435087#41;0.9426224689450753#42;0.8824960020148945#43;1.0#44;0.9646446609406726#45;0.9364358273836272#46;0.9350346279212012#47;0.0#48;1.0#49;1.0#50;0.9805925830086806#
48#1;1.0#2;1.0#3;0.9610750527919238#4;1.0#5;1.0#6;1.0#7;0.9774582591333142#8;1.0#9;1.0#10;1.0#11;0.9760268349257308#12;0.9436563830180988#13;1.0#14;1.0#15;0.8736772118400221#16;1.0#17;0.9727227637205009#18;0.9398070734571154#19;0.9773892184176933#20;0.9401315659910751#21;1.0#22;0.9746815158229083#23;1.0#24;1.0#25;0.9633382212446617#26;0.9489689636920171#27;0.9668866910733739#28;0.9617640443549064#29;1.0#30;1.0#31;1.0#32;0.8994962184740788#33;1.0#34;0.9551889285051779#35;1.0#36;0.8908910548820038#37;0.9199359230974564#38;1.0#39;1.0#40;1.0#41;0.882148869802242#42;0.9752463114255832#43;1.0#44;1.0#45;1.0#46;0.9491671432224651#47;1.0#48;0.0#49;1.0#50;1.0#
49#1;1.0#2;0.9666481327017465#3;1.0#4;0.9797928247747512#5;1.0#6;0.9279976958894021#7;0.9859751821636696#8;1.0#9;1.0#10;1.0#11;1.0#12;0.9649446345300254#13;1.0#14;1.0#15;1.0#16;1.0#17;1.0#18;1.0#19;0.9296611351571427#20;0.9813757977680766#21;1.0#22;0.9684951459094712#23;0.9860177462006344#24;1.0#25;0.977190103832692#26;0.9682499682499524#27;0.9793978589142418#28;0.9762106965965097#29;0.9837392999878141#30;0.9809618760613716#31;0.9598390335548751#32;1.0#33;1.0#34;0.9860599250412274#35;1.0#36;0.9660577883348934#37;1.0#38;1.0#39;0.9724498043068212#40;1.0#41;1.0#42;0.9691979448183151#43;1.0#44;0.9598390335548751#45;1.0#46;0.9683732698099278#47;1.0#48;1.0#49;0.0#50;1.0#
50#1;0.8735493513286374#2;0.8632428680097284#3;0.975173948769032#4;0.97928545271006#5;0.9468505996547266#6;0.9753966084347439#7;0.9496806395882784#8;0.9181608346296327#9;0.9605468020900718#10;0.9507932168694877#11;0.9541302634692762#12;0.8832094512209996#13;1.0#14;1.0#15;1.0#16;1.0#17;0.9478083249520585#18;0.9808046922953115#19;0.9639475155268734#20;0.9904540858984452#21;0.9539712691050838#22;0.8950383443702302#23;0.9570000179166555#24;0.9537393848622192#25;0.988308690661376#26;1.0#27;0.9788805698452244#28;0.9268401478900529#29;0.8916516172349995#30;0.9902419285664011#31;1.0#32;0.9839748528383948#33;0.9420985352191669#34;0.9642747763183155#35;0.923285448508473#36;1.0#37;1.0#38;0.9701326154455251#39;0.9505766048915308#40;1.0#41;0.9749451323999057#42;0.9842122755512331#43;0.9631770152840671#44;0.9897076628800923#45;1.0#46;0.9837895848666212#47;0.9805925830086806#48;1.0#49;1.0#50;0.0#
